company_id,name,industry,description,year_founded,employees,state,city,area,revenue,expenses,profit,growth
753,Aminoshag,Media,"An online news show covering politics, pop culture and lifestyle. It is a top 50 Youtube partner that has more than 35 million views a month and more than 1 billion total views on its Youtube channel.",2009,32,CA,Culver City,Los Angeles,"$5,702,051","$3,939,169","$1,762,882",559%
754,Flexthirsty,Health,"A buying network that has expanded from providing services to medical spas to catering to the entire aesthetic industry, including plastic surgeons, dermatologists and non-core aesthetic physicians.",2011,9,CA,Huntington Beach,Los Angeles,"$6,981,026","$3,767,852","$3,213,174",432%
755,Oystergarrulous,Business Products & Services,A janitorial and staffing services company dedicated to the hospitality industry on the east coast of the United States.,2008,210,MA,Stoneham,Boston,"$9,134,076","$3,487,398","$5,646,678",266%
756,Befriendogle,Government Services,"Helps federal government agencies operate more efficiently and effectively by providing personnel to support them in acquisition and contracting, finance and budget, and administrative and clerical roles.",2009,52,MD,Bethesda,"Washington, DC","$13,003,637","$1,758,425","$11,245,212",185%
757,Smugready,Advertising & Marketing,"Offers public relations consulting services to technology companies, including consulting on cloud infrastructure and consumer apps.",2011,36,CA,San Francisco,San Francisco,"$9,830,237","$1,310,857","$8,519,379",428%
758,Sidedmisty,Manufacturing,A window and door manufacturer that uses innovative designs such as insulated glass or full-wall door systems to offer customers thousands of product choices.,2013,182,AZ,Phoenix,Phoenix,"$5,718,760","$3,318,167","$2,400,594",389%
759,Magnesiumrocked,Business Products & Services,"Manages records and documents and reduces document retention risks for clients in government, health and financial services. Its services include both storage and destruction of documents, electronic media and vital records.",2011,522,CA,Livermore,San Francisco,"$10,530,777","$2,385,900","$8,144,877",488%
760,Stupidarboreal,IT Services,Specializes in creating user-centered digital experiences from mobile apps to websites.,2002,36,PA,Philadelphia,Philadelphia,"$11,435,362","$5,130,874","$6,304,488",413%
761,Osmiumcrockery,Media,"Reports on newsworthy events of interest to Americans, from political reports to celebrity news and local events. News articles focus on issues of faith and freedom with a Republican outlook.",2012,45,GA,Dallas,Atlanta,"$8,574,593","$443,493","$8,131,099",194%
762,Schnitzelfields,Food & Beverage,"Provides healthful, affordable, fresh meals to students. The meals and snacks contain whole grains and fresh fruits and vegetables, and never have high-fructose corn syrup or anything fried or artificial.",2014,1587,CA,Oakland,San Francisco,"$9,984,255","$5,916,942","$4,067,313",536%
763,Bignumadept,IT Services,An IT/Software development and consulting company.,2012,55,GA,Suwanee,Atlanta,"$7,861,101","$4,068,630","$3,792,471",481%
764,Shapelessunits,Financial Services,Operates banks and mortgage offices throughout the U.S.,2013,663,TN,Memphis,"Memphis, TN-MS-AR","$7,686,484","$5,238,627","$2,447,857",361%
765,Samsungclimbing,IT Services,"Provides recruitment, staffing and technical support to clients in the financial and telecom industries.",2010,42,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ","$10,239,915","$5,575,608","$4,664,307",395%
766,Kickminstrel,IT Services,"Provides enterprise resource planning integration services to the federal government, including strategy definition and planning through implementation, integration, operations, maintenance and optimization of federal administrative systems.",2006,125,VA,Reston,"Washington, DC","$9,479,116","$3,100,573","$6,378,543",295%
767,Cherriesplump,Financial Services,"Offers short-term loans, check cashing services, wire transfer, bill payment and unlimited free money orders to its customers.",2011,605,TN,Nashville,Nashville,"$9,503,959","$3,757,807","$5,746,152",396%
768,Solsticeaudio,Health,Operates a specialty pharmacy through physical locations nationwide as well as through a mail-order facility and a wholesale division.,2011,360,AZ,Phoenix,Phoenix,"$10,544,309","$4,248,732","$6,295,578",375%
769,Skywalkerwhether,Advertising & Marketing,"Provides safe engagement-based ad displays for online advertisers such as banners, pop-ups and page-unders.",2011,37,CA,Culver City,Los Angeles,"$9,375,557","$1,543,572","$7,831,986",374%
770,Studyingforty,Business Products & Services,"Provides corporate real estate and workplace management services, helping clients develop and articulate an enterprise-wide workplace strategy, standardize business practices, increase mobility and align technology services.",2011,26,TX,Houston,Houston,"$8,025,209","$2,720,832","$5,304,378",461%
771,Ascendermogul,Health,"A medication therapy management services administrator focused on the appropriate use of medications to achieve positive, cost-effective health outcomes. It trains network providers to deliver MTM services at local, chain and independent pharmacies.",2014,50,IA,West Des Moines,"Des Moines-West Des Moines, IA","$11,490,135","$4,083,093","$7,407,042",298%
772,Vapourmammering,Advertising & Marketing,"An advertising, marketing and public relations firm focusing on digital marketing for the family living, healthcare and education sectors.",2011,31,TX,Austin,Austin,"$11,999,542","$3,644,200","$8,355,342",364%
773,Touchyopposite,Real Estate,A real estate agency with six Southern California locations that sells upscale residential properties as well as selling investment property around the globe.,2012,350,CA,Beverly Hills,Los Angeles,"$7,875,855","$5,508,953","$2,366,902",420%
774,Turbulentbridle,Business Products & Services,"A supplier of AM and RF retail security tags, EAS systems and labels and detachers. Industrial Security also offers custom CCTV and EAS system installation for retailers nationwide.",2013,11,CA,Huntington Beach,Los Angeles,"$10,687,897","$3,544,194","$7,143,703",475%
775,Bobcheek,Real Estate,"A real estate investment firm that identifies undervalued or mismanaged commercial, residential and land assets and takes an active role in adding value to maximize returns.",2012,23,CA,Irvine,Los Angeles,"$11,525,727","$2,217,638","$9,308,088",297%
776,Cribcaused,Financial Services,Offers a full suite of analytic services for institutional investors and managers for use with both traditional and alternative data.,2004,201,GA,Marietta,Atlanta,"$7,020,223","$5,683,236","$1,336,986",531%
777,Bushoil,Software,"Designs high-performance flow processing silicon and software for applications in cyber security, network analytics, software-defined networking and cloud data center server virtualization.",2012,220,CA,Santa Clara,San Jose,"$10,139,870","$5,024,687","$5,115,183",405%
778,Aldineammonium,Telecommunications,"Provides telecommunications infrastructure from inside wiring to plants and wireless installations for large building and property management companies, telecommunications carriers, data centers and enterprise customers.",2011,72,CA,Irvine,Los Angeles,"$12,263,253","$2,195,787","$10,067,467",291%
779,Tryfanscaly,Government Services,"A global provider of high-impact national security, intelligence and private sector capital management services that uses international expertise to solve complex organizational, management and operational challenges.",2010,28,VA,Alexandria,"Washington, DC","$8,456,970","$6,736,439","$1,720,531",517%
780,Cajoleavoidant,IT Services,An IT managed services provider for a variety of business clients.,2003,17,TN,Nashville,Nashville,"$10,771,339","$1,185,898","$9,585,440",313%
781,Cogstrip,IT Services,Provides IT professionals to Minnesota businesses from start ups to Fortune 500 companies.,2012,30,MN,Minneapolis,Minneapolis,"$9,705,673","$6,667,372","$3,038,302",436%
782,Needlesbosnian,Human Resources,A full service HR outsorucing service reaching out to medium and small businesses.,2012,23,TX,Rockwall,Dallas,"$11,671,478","$3,144,845","$8,526,633",360%
783,Announcesbuck,Health,"Provides behavioral, educational and case management services for individuals with complex conditions such as Alzheimer's and autism.",2013,370,FL,Deerfield Beach,Miami,"$6,146,640","$4,390,260","$1,756,381",489%
784,Ericssonsafe,IT Services,"Provides shared technology infrastructure services and managed IT services to the Cincinnati and surrounding commercial markets. Its services include technical resources in people & process, virtualization technologies and private to public cloud computing integrations.",2011,9,KY,Erlanger,Cincinnati,"$4,844,389","$6,503,652","-$1,659,263",330%
785,Geometrycrane,Real Estate,A real estate firm that has three offices in Virginia.,2012,5,VA,Fredericksburg,"Washington, DC","$7,273,495","$436,039","$6,837,455",415%
786,Flakesmingling,Software,Designs and distributes business intelligence software for businesses-seeking financial data consolidation and reporting as well as report delivery services.,2002,41,TX,Dallas,Dallas,"$6,047,509","$2,563,659","$3,483,850",470%
787,Ahemparticular,Retail,"Owns and operates a portfolio of shopping sites that offer a wide selection, same day shipping and superior customer service.",2010,22,MN,Roseville,Minneapolis,"$12,367,661","$4,908,512","$7,459,149",394%
788,Tubeverest,Manufacturing,Sells machinery that manufactures beverage pouches with slider and press-to-close zippers from printed laminated roll stock films.. PPI also offers prefabricated pouches with spout fitments. It holds more than 30 patents in the pouch machine market.,2010,45,FL,Sarasota,"Sarasota-Bradenton-Venice, FL","$8,116,526","$596,967","$7,519,559",491%
789,Liripoopquean,Manufacturing,"Manufactures architectural metal panel systems and components for the commercial construction industry. It produces up to 15,000SF of green building products weekly.",2010,30,MI,Manchester,"Jackson, MI","$6,129,971","$2,398,307","$3,731,664",335%
790,Rawchickenequip,Human Resources,"Provides temporary or contract staffing, direct hire and executive search services for emerging growth and Fortune 500 companies within the administrative, human resources and technology sectors.",1999,335,MA,Boston,Boston,"$5,865,323","$4,128,305","$1,737,017",139%
791,Oraclemend,IT Services,"Provides software development, consulting and innovation services that enable organizations to seize market opportunity and work more efficiently.",2012,250,TX,Houston,Houston,"$11,043,821","$8,701,267","$2,342,553",387%
792,Nthracer,Manufacturing,"Provides a broad range of prototyping, manufacturing, production fabricating, coating and assembly services to a variety of markets including agricultural, construction, industrial, power generation and transportation.",2009,336,WI,Milwaukee,"Milwaukee-Waukesha-West Allis, WI","$7,748,179","$1,068,850","$6,679,328",427%
793,Loosepause,Financial Services,"Provides mortgage quality control, RMBS class action litigation re-underwriting, and expert witness support services. It has underwritten tens of thousands of mortgage loans, totaling billions of dollars, for defense litigation.",2006,85,FL,Sunrise,Miami,"$10,008,935","$5,285,445","$4,723,490",458%
794,Teenagean,Software,"A software consulting company that builds custom apps for clients. Its core capabilities include building applications on mobile, Web and TV platforms using open source software developed in-house.",2012,19,IL,Elgin,Chicago,"$7,338,571","$5,388,721","$1,949,850",412%
795,Pendulumfriction,Environmental Services,"Provides waste transportation and disposal services such as 24-hour spill response, safety training and creation of environmental products.",2011,108,OK,Oklahoma City,"Oklahoma City, OK","$10,190,851","$2,487,993","$7,702,858",357%
796,Dragonnode,IT Services,Provides technology services to government and commercial clients.,2013,144,VA,Falls Church,"Washington, DC","$9,649,797","$5,757,388","$3,892,409",483%
797,Australisbetter,Health,"A staffing company that provides clinical information assistants (scribes"") to health care organizations as a low-cost way to boost clinical efficiency and profitability while improving patient care.""",2010,1600,CA,El Segundo,Los Angeles,"$11,078,804","$3,006,435","$8,072,369",380%
798,Profilecliche,Construction,"A facilities management company performing repair, roll-out and construction services throughout the U.S. and Canada, using more than 10,000 technicians.",2000,125,NY,Melville,New York City,"$9,398,668","$3,333,103","$6,065,565",418%
799,Indonesianheliopause,Health,"Optimizes healthcare performance and revenue through a mobile platform used by over 25,000 physicans.",2013,120,GA,atlanta,Atlanta,"$8,703,595","$6,649,914","$2,053,682",418%
800,Roastjittery,Advertising & Marketing,"A low-cost direct mail, printing and graphic design company for small businesses nationwide.",2013,36,FL,Tampa,Tampa,"$9,006,369","$4,505,335","$4,501,034",392%
801,Abaftpractised,Software,"A software company that provides a full-featured, on-demand call center software product in a SaaS model.",2012,533,CA,San Ramon,San Francisco,"$8,151,016","$4,306,926","$3,844,090",386%
802,Soulfulantigravity,Retail,Sells guns and ammunition and provides gunsmithing services from two locations in California.,2012,60,CA,Ontario,"Riverside-San Bernardino-Ontario, CA","$10,954,009","$4,886,200","$6,067,809",285%
803,Toolsavagery,Retail,"Provides authentic pre-owned luxury goods such as designer handbags, clothing and accessories from top-name designers including Chanel, Louis Vuitton and Gucci.",2007,10,FL,Tampa,Tampa,"$8,942,107","$4,491,305","$4,450,802",369%
804,Bittenwheat,Energy,"Provides customized training curriculum, new technology implementations and collaborative learning methods in the utility and energy industry.",2012,221,WA,Renton,Seattle,"$8,311,364","$6,363,461","$1,947,903",284%
805,Charmdrone,Business Products & Services,A commercial cleaning company that offeres janitorial services through an expanding network of franchises.,2007,300,SC,Daniel Island,"Charleston-North Charleston, SC","$7,308,411","$10,869,101","-$3,560,690",451%
806,Magmarejoice,Health,"An integrated pharmacy model that offers traditional prescriptions along with customized compounded medications and specialty pharmacy services. It has served over 45,000 patients, including patients with complex medical conditions such as HIV/AIDS, Hepatitis C and infertility.",2012,60,ME,Portland,"Portland-South Portland-Biddeford, ME","$5,894,152","$6,401,348","-$507,196",188%
807,Fermiumdessicants,Business Products & Services,"Provides business intelligence consulting services, along with CFO services, enterprise application optimization, IT management and regulatory compliance and risk management.",2009,154,GA,Atlanta,Atlanta,"$7,750,699","$5,018,641","$2,732,059",353%
808,Dessertsmugger,Software,"A mobile application lifecycle management company that produces mobile application development and testing, quality assurance testing and ERP testing services.",2013,89,CA,Santa Clara,San Jose,"$7,463,326","$1,774,638","$5,688,688",293%
809,Bloodhoundthin,Government Services,"Offers software and system development, information and data systems maintenance and IT outsourcing to the earth science and aerospace industries.",2000,120,MD,Greenbelt,"Washington, DC","$13,712,279","$2,837,399","$10,874,880",353%
810,Waggerhooves,IT Services,Provides full-service IT and business consulting services with a specialization in business intelligence. Customers include ADT Security Services and Cox Communications.,2009,39,FL,Tampa,Tampa,"$8,222,254","$4,879,893","$3,342,361",368%
811,Ganymedeunique,Business Products & Services,"A WBE-certified leadership consulting firm that focuses on pioneering inventive consulting, workforce planning and talent acquisition services for specialty pharmacies, retail chains and manufacturing clients.",2011,15,FL,Sanford,"Orlando, FL","$6,687,380","$1,662,558","$5,024,822",503%
812,Elongationmanagerial,Energy,"An accredited and approved ESCO that helps solve energy, water and facility problems for clients in a wide range of industries including municipalities, colleges & universities and healthcare.",2012,27,NY,Buffalo,"Buffalo-Niagara Falls, NY","$10,299,965","$3,024,481","$7,275,484",531%
813,Lotwee,Environmental Services,"Specializes in commercial landscape management for home owners associations, property owners associations and retirement communities, using a customized horticulture program to maximize irrigation system efficiency.",2012,50,FL,Clearwater,Tampa,"$8,131,491","$6,371,665","$1,759,826",430%
814,Miaowgrinder,Construction,"Provides complete civil construction services, including abatement and remediation, sports fields and vertical construction.",2000,176,NY,Niagara Falls,"Buffalo-Niagara Falls, NY","$7,697,469","$5,036,679","$2,660,790",433%
815,Fablescraper,IT Services,"A business advisory center specializing in network convergence, VoIP telephony and virtualization.",2009,12,MI,Kentwood,"Grand Rapids-Wyoming, MI","$9,515,666","$5,424,688","$4,090,978",252%
816,Lardassare,Financial Services,Supplies a wide range of customized financial documents and accessories through an e-commerce site.,2012,88,IL,Bridgeview,Chicago,"$8,758,326","$487,246","$8,271,079",411%
817,Numericpigeon,Business Products & Services,"Provides yield management services for subscriber-based businesses. It receives data from clients weekly and responds to it by providing recommended pricing and other actions, using A/B testing to validate that results are consistent with prediction.",2004,23,GA,Atlanta,Atlanta,"$11,494,180","$3,090,940","$8,403,239",320%
818,Createblender,Business Products & Services,"Develops customized cleaning plans tailored to individual business needs, including scheduling needs and special cleaning needs.",2011,200,NY,NEW YORK,New York City,"$9,723,829","$5,819,265","$3,904,564",434%
819,Beltssneering,Education,"A speech-language pathology center that provides educators, parents/caregivers and other professionals with therapeutic services for preschool and school-age children.",2005,62,NY,New York,New York City,"$8,798,281","$6,617,273","$2,181,008",386%
820,Karatedistance,Logistics & Transportation,"Provides moving and storage services for families, businesses and military relocations. Anchor also works with hospitals and educational institutions to install and decommission new and old furniture.",2014,49,NJ,Moorestown,Philadelphia,"$8,445,834","$5,221,833","$3,224,001",357%
821,Footshy,Government Services,Provides physical and facility security services to the federal government. It currently protects the assets and employees of numerous federal complexes and high-visibility locations across the country.,2012,1224,OH,Columbus,"Columbus, OH","$5,275,078","$944,661","$4,330,417",318%
822,Bonfirefailing,IT Services,"Engineers and installs Wi-Fi, data and video/TV networks and provides related support services.",2011,44,NY,Latham,"Albany-Schenectady-Troy, NY","$12,399,630","$3,396,476","$9,003,154",398%
823,Openstrustee,Financial Services,"Provides equipment financing for small to medium-sized businesses, especially for transportation equipment such as trucks and trailers.",2011,25,TX,Carrollton,Dallas,"$11,666,249","$7,344,982","$4,321,267",450%
824,Bevvyvanadium,Human Resources,An executive search firm that provides executive search services worldwide to a variety of industries.,2011,15,NJ,Englewood Cliffs,New York City,"$7,168,272","$682,468","$6,485,805",443%
825,Launchbiggest,IT Services,"Provides IT services, including network engineering, business & technology management consulting, help desk support, application development and hosted cloud services.",2014,29,MO,St. Louis,"St. Louis, MO-IL","$9,169,187","$3,850,631","$5,318,556",389%
826,Scornsomalian,Software,"Develops all-in-one sales and marketing software used by small businesses to convert more leads, increase sales and save time.",2013,442,AZ,Chandler,,"$8,766,714","$2,052,276","$6,714,438",294%
827,Cyclasesvg,Logistics & Transportation,"Provides custom, expedited freight services for time-sensitive delivery of high-security and perishable products. Offers warehousing, distribution, fulfillment, and temperature-controlled trucking of products such as pharmaceuticals, foods, and flowers and vegetation.",2013,48,IL,Elgin,Chicago,"$7,141,472","$4,362,686","$2,778,786",467%
828,Witchesesteemed,Telecommunications,"Delivers Web-hosting for individuals and businesses, focusing on e-commerce, blogging and content management. It also provides data center colocation services. Nexcess.net owns and operates 2 datacenters in the US with operations throughout Europe and Asia.",2005,92,MI,Southfield,Detroit,"$8,087,059","$5,889,203","$2,197,855",394%
829,Blueshiftcrispy,Health,A performance-based health management company that provides a platform that ties health behaviors to health insurance premiums to its clients.,2009,230,TX,Dallas,Dallas,"$9,642,189","$6,823,455","$2,818,734",420%
830,Dishesbitten,Logistics & Transportation,"Provides third-party logistics and supply chain services to manufacturers, retailers and distributors throughout the U.S. and Canada.",2010,245,KY,Bowling Green,"Bowling Green, KY","$2,631,235","$1,938,473","$692,762",335%
831,Twistedelephant,IT Services,"A Digital Marketing & IT resourcing provider that delivers access to highly specialized digital marketing and IT professionals in industries such as retail, media & advertising, and financial services.",2011,150,NY,New York,New York City,"$11,917,213","$2,814,394","$9,102,819",440%
832,Blouseinsoluble,Business Products & Services,"Provides technology services, including hardware & systems engineering, software development & testing, IT systems support, cyber security, independent testing & evaluation and program support.",2010,125,MD,College Park,"Washington, DC","$7,713,376","$3,018,424","$4,694,952",352%
833,Whinchatdates,Health,"Provides strategic logisitc management services for hospital, health systems and healthcare networks.",2012,39,PA,Shillington,"Reading, PA","$7,475,092","$1,097,499","$6,377,593",349%
834,Kidsdoylt,Software,"Provides Oracle Modernization services, specializing in Oracle Fusion Middleware Developer Tools and WebLogic Server.",2013,15,MI,Troy,Detroit,"$9,926,310","$2,214,088","$7,712,222",495%
835,Annoyinglyarabian,IT Services,"An IT managed services and consulting firm providing services to businesses, specializing in fully-managed IT services and 24/7 support and monitoring of IT infrastructure.",2012,28,TX,Plano,Houston,"$9,898,505","$1,665,920","$8,232,584",426%
836,Ursastudying,Government Services,"A defense contractor that specializes in aircrew training, simulator maintenance, interactive courseware and software engineering services.",2009,661,OK,Oklahoma City,"Oklahoma City, OK","$4,637,647","$415,664","$4,221,983",308%
837,Basemuddled,Insurance,"Provides individual and family health insurance plans, as well as Medicare Advantage, Medicare Supplement and dental plans.",2013,250,CT,Shelton,"Bridgeport-Stamford-Norwalk, CT","$8,100,136","$3,661,647","$4,438,489",445%
838,Hostileglove,Retail,Provides hunting and sport shooting equipment to customers through an online auction.,2012,19,GA,Kennesaw,Atlanta,"$8,736,305","$4,299,102","$4,437,202",498%
839,Granolabooby,Logistics & Transportation,"Provides the process, information and delivery network to move medication from wholesalers to pharmacies to patients.",2010,60,NY,Farmingdale,New York City,"$6,756,153","$7,183,552","-$427,399",339%
840,Thrushemillwright,Manufacturing,Manufactures custom fasteners and distributes a wide array of industrial bolting products primarily for at the energy industries.,2000,66,TX,Houston,Houston,"$11,215,145","$1,802,685","$9,412,459",462%
841,Errantplastic,Software,Provides cloud-based intelligent sales automation software designed for fast-paced sales environments.,2013,138,CA,El Segundo,Los Angeles,"$5,998,941","$7,222,599","-$1,223,658",437%
842,Studycanadian,Manufacturing,"Supports multiple lines of products including high purity components, valves and regulators.",2009,14,OR,Hillsboro,"Portland, OR","$8,923,310","$2,337,544","$6,585,766",440%
843,Ikeamongolian,Health,"Provides wellness incentive program consulting and administrative services regarding health insurance to businesses, individuals and health insurance providers.",2012,133,OH,Cleveland,Cleveland,"$7,165,221","$4,505,105","$2,660,116",433%
844,Handgunheard,Retail,An online retailer specializing in aftermarket pickup truck and SUV accessories.,2011,67,ND,Jamestown,"Jamestown, ND","$7,223,463","$3,608,917","$3,614,546",339%
845,Ibexecheeks,Business Products & Services,"Offers IT staffing and per-project employees to help mid-size companies and major corporations with business process improvement, requirements management and program & project management services.",2010,65,PA,Fort Washington,Philadelphia,"$9,897,384","$5,579,894","$4,317,490",420%
846,Trapexperts,Financial Services,"Processes credit card transactions for restaurants, retailers, gas stations, national chains, e-commerce and home-based businesses nationwide.",2011,330,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ","$6,788,469","$3,214,119","$3,574,350",310%
847,Muttonmint,Consumer Products & Services,An entertainment complex that provides competitive golfing games for individuals and groups of all ages and skill levels. Its golf balls contain computer microships that track each shot's accurace and distance and the upscale facilities offer a wide range of food and beverages.,2011,2146,TX,Dallas,Dallas,"$9,974,454","$6,387,203","$3,587,252",390%
848,Sternlinguistic,Security,"A security integration firm that provides video surveillance, access control, intrusion detection, security consulting services, IT security, structured cabling, and employee background screening for banks, hospitals, casinos, local and federal government, churches, schools, and manufacturers.",2011,28,OK,Oklahoma City,"Oklahoma City, OK","$8,047,084","$2,413,538","$5,633,546",540%
849,Currymercurial,IT Services,"Provides permanent, temporary, and contract staffing services for IT positions.",2010,10,FL,Tampa,Tampa,"$11,221,821","$3,573,280","$7,648,541",556%
850,Totallyzonked,IT Services,An IT provider that offers software application development and systems integration services.,2013,53,CA,Santa Clara,San Jose,"$7,506,219","$6,688,379","$817,840",439%
851,Voleworry,Advertising & Marketing,"Provides search engine optimization, search engine marketing and online display advertising to a broad range of clients nationwide, from Global 500 organizations to earlier-stage technology companies.",2013,30,WA,Seattle,Seattle,"$11,764,441","$3,706,679","$8,057,762",691%
852,Practisemax,Government Services,"Provides management and technology support services to the military and some commercial organizations. Zenetex's services include IT management, engineering, integrated logistics, program management, training systems and foreign military sales.",2001,441,VA,Herndon,"Washington, DC","$9,426,357","$4,157,735","$5,268,621",286%
853,Slicerseptum,IT Services,"Advises, designs, builds and manages data services, analytics and applications for clients involved in financial services, communications, health care, retail and energy industries.",2014,169,IL,Chicago,Chicago,"$9,775,286","$4,510,084","$5,265,201",528%
854,Librationmelba,IT Services,Provides end-to-end service design and deployment for small and mid-sized businesses in Wisconsin.,2010,20,WI,Madison,"Madison, WI","$9,053,058","$5,883,008","$3,170,050",397%
855,Placehospitable,Retail,Sells and installs aftermarket performance parts and operates a diesel performance e-commerce site. Alligator Performance's sales personnel are all technicians who drive and modify the same trucks their customers own.,2012,23,ID,Coeur d Alene,"Coeur d'Alene, ID","$12,576,493","$1,925,321","$10,651,172",595%
856,Gelatinmonths,Logistics & Transportation,"A third party logistics company with a vast network of carriers that arranges transport via truck and train. It arranges transport for more than 4,000 loads per day, including dry, refrigerated and flatbed shipments.",2014,1257,IL,Chicago,Chicago,"$7,274,544","$3,612,741","$3,661,804",326%
857,Drunkactually,Education,"Provides assessment, intervention and education improvement services to K-12 schools. Publishes the SCORE21 assessment builder for teachers.",2014,43,SC,Charleston,"Charleston-North Charleston, SC","$7,181,921","$4,294,121","$2,887,800",289%
858,Subtletymosaic,Advertising & Marketing,Creates engaging interactive content both in business development and consumer communication.,2013,24,IL,Chicago,Chicago,"$8,709,591","$4,515,538","$4,194,053",470%
859,Arabianagena,Retail,"A franchisor of dozens of retail boutiques across the country that sell women's clothing, accessories and giftware.",2013,195,MN,Minneapolis,Minneapolis,"$11,941,632","$4,887,652","$7,053,981",405%
860,Costvicious,Energy,"Offers a wide range of products and services in the hydrocarbon industry including jet pumps, hydraulic rod pumps, triplex pumps, separators, equipment packaging and pump maintenance.",2011,16,TX,Conroe,Houston,"$9,614,064","$3,752,596","$5,861,468",387%
861,Admitruppell,Retail,An outdoor and adventure retailer that sells a wide selection of collectible and specialty knives online as well as self-defense products such as pepper spray and Tasers.,2010,47,UT,Lehi,"Provo-Orem, UT","$9,375,526","$1,511,586","$7,863,941",338%
862,Nerfheardercanapes,Engineering,"An engineering firm specializing in OSHA compliance and the control of hazardous energy. ESC enables compliance for confined space, arc flash and machine guarding, as well as preventive maintenance and pipe marking.",2013,35,WI,Franklin,"Milwaukee-Waukesha-West Allis, WI","$8,914,162","$3,139,637","$5,774,525",307%
863,Theirordered,Advertising & Marketing,Offers website design and Internet marketing for law firms and attorneys.,2013,136,CA,Valencia,Los Angeles,"$9,525,187","$5,987,804","$3,537,384",444%
864,Lucrepickled,IT Services,"Specializes in IT staffing for small, mid-size and large clients all over the US with a focus in the Virginia area. Services include contract, contract-to-hire and direct hire for the legal, technology and insurance industries.",2004,45,VA,Glen Allen,"Richmond, VA","$7,894,933","$3,512,395","$4,382,538",507%
865,Shadefronted,Logistics & Transportation,"Facilitates international e-commerce transactions by providing mail and package forwarding and multiple-purchase consolidation services for more than 3,500 businesses globally.",2013,60,FL,St. Petersburg,Tampa,"$12,242,397","$1,381,925","$10,860,472",537%
866,Factsworldcup,Business Products & Services,Provides attorneys and insurance companies in the Midwest with efficient record procurement services.,2007,52,MI,Grand Rapids,"Grand Rapids-Wyoming, MI","$8,830,547","$1,709,800","$7,120,748",626%
867,Marchedsausage,IT Services,Provides technical SAP consulting and cost-effective application management services to mid-market companies as well as major corporations.,2010,50,CO,Denver,Denver,"$9,620,121","$3,370,435","$6,249,686",435%
868,Glandminer,IT Services,"An IT Services company focusing on open source application development and big data analytics services. Services include advanced programming, mobile application and computing services.",2011,55,CA,Santa Clara,San Jose,"$8,065,626","$2,501,327","$5,564,299",538%
869,Queryinghovers,Advertising & Marketing,"A digital marketing service for the automotive niche, including dealerships and OEMs.",2012,17,NJ,Edgewater,New York City,"$13,121,872","$2,745,474","$10,376,398",452%
870,Tausnash,Construction,"Residential roofing contractor that installs roofing systems, specializing in tile roofs, flat roofs and metal roofs for local and national home builders, and roof replacements and roof repairs on existing homes.",2009,95,FL,Sarasota,"Sarasota-Bradenton-Venice, FL","$6,554,612","$4,727,267","$1,827,345",260%
871,Crushingguatemalan,Food & Beverage,"Provides beef from 100% grass-fed cows to retail grocers, mass merchants and restaurants.",2011,9,MN,Cannon Falls,Minneapolis,"$6,834,183","$4,821,152","$2,013,031",417%
872,Enterwaist,IT Services,"An IT recruiting and consulting services company that provides niche skill recruiting, strategic and project-based staffing, contract-to-hire and direct hire opportunities.",2010,126,WA,Bellevue,,"$6,858,282","$5,159,202","$1,699,080",268%
873,Goblaces,Business Products & Services,"A global supply chain management company that offers a number of international supply services such as warehouse space, shipping partners and customs document support.",2013,30,CA,Baldwin Park,Los Angeles,"$7,624,263","$5,974,066","$1,650,196",647%
874,Cutranked,Telecommunications,"Specializes in providing refurbished communications network infrastructure equipment for customers selling, buying or trading wireless or wired networking hardware.",2010,21,CA,Santa Barbara,"Santa Barbara-Santa Maria-Goleta, CA","$7,371,888","$3,968,735","$3,403,153",234%
875,Wingfluther,Media,"A digital media agency offering a dynamic array of services such as digital and mobile lead generation, education-specific lead generation and social influence marketing.",2011,40,FL,Clearwater,Tampa,"$11,486,747","$7,617,623","$3,869,124",450%
876,Formulasfunnels,Security,"Provides cybercrime protection and intelligence services that reduce the risk of phishing, malware and other cyber attacks. It offers a fixed-price subscription model and partners with businesses to decrease attacks, reduce online fraud and prevent the loss of customer trust.",2006,31,SC,Charleston,"Charleston-North Charleston, SC","$7,622,170","$4,491,556","$3,130,614",496%
877,Crunchabout,Government Services,"Specializes in training and simulation, with an emphasis on visual engineering training for the military.",2010,100,FL,Orlando,"Orlando, FL","$5,577,373","$2,895,975","$2,681,398",452%
878,Grippingstirring,Construction,"A commercial, residential and public underground utility company that has been run by three generations of the same family since its founding. It provides water, sewer and storm utilities for projects such as new residential developments, public utility installations and larg- site utility construction.",2012,120,TX,Mansfield,Dallas,"$4,419,277","$4,890,906","-$471,630",543%
879,Congolesegossip,Software,A design and development firm that helps entrepreneurs launch Web and mobile products.,2000,25,IN,Indianapolis,"Indianapolis, IN","$8,394,130","$6,914,339","$1,479,791",231%
880,Onlytilted,Security,A critical asset protection service that provides an information portfolio and network security services to businesses.,2005,66,CO,Greenwood Village,Denver,"$13,628,926","$5,342,939","$8,285,986",513%
